customer_id,first_name,last_name,rental_date,return_date,film_title,inventory_id
1,MARY,SMITH,2005-08-01 08:51:04,2005-08-10 12:12:04,ADAPTATION HOLES,14
65,ROSE,HOWARD,2005-08-17 13:16:38,2005-08-18 11:21:38,ADAPTATION HOLES,14
147,JOANNE,ROBERTSON,2005-07-06 22:01:51,2005-07-12 21:35:51,ADAPTATION HOLES,15
316,STEVEN,CURLEY,2005-07-27 23:19:29,2005-07-29 23:04:29,ADAPTATION HOLES,15
178,MARION,SNYDER,2005-08-18 21:45:15,2005-08-24 15:52:15,ADAPTATION HOLES,15
184,VIVIAN,RUIZ,2005-07-12 02:40:41,2005-07-16 04:56:41,AFFAIR PREJUDICE,16
268,NINA,SOTO,2005-07-30 02:30:07,2005-08-02 08:24:07,AFFAIR PREJUDICE,16
560,JORDAN,ARCHULETA,2005-08-22 21:16:54,2005-08-31 00:38:54,AFFAIR PREJUDICE,16
150,DANIELLE,DANIELS,2005-05-31 00:06:02,2005-06-06 02:30:02,AFFAIR PREJUDICE,17
197,SUE,PETERS,2005-06-17 18:06:14,2005-06-22 23:52:14,AFFAIR PREJUDICE,17
302,MICHAEL,SILVERMAN,2005-07-10 08:51:39,2005-07-12 14:44:39,AFFAIR PREJUDICE,17
418,JEFF,EAST,2005-07-27 00:26:14,2005-08-03 20:00:14,AFFAIR PREJUDICE,17
151,MEGAN,PALMER,2005-08-17 07:34:55,2005-08-18 04:07:55,AFFAIR PREJUDICE,17
148,ELEANOR,HUNT,2005-07-29 04:13:29,2005-08-04 07:09:29,AFFAIR PREJUDICE,18
216,NATALIE,MEYER,2005-08-22 16:17:49,2005-08-25 20:12:49,AFFAIR PREJUDICE,18
459,TOMMY,COLLAZO,2005-07-06 00:22:29,2005-07-07 22:15:29,AFFAIR PREJUDICE,19
239,MINNIE,ROMERO,2005-07-31 13:05:29,2005-08-08 12:33:29,AFFAIR PREJUDICE,19
111,CARMEN,OWENS,2005-08-22 15:26:36,2005-08-31 10:47:36,AFFAIR PREJUDICE,19
261,DEANNA,BYRD,2005-05-27 20:44:36,2005-06-02 02:43:36,AFFAIR PREJUDICE,20
24,KIMBERLY,LEE,2005-06-16 14:39:31,2005-06-19 15:37:31,AFFAIR PREJUDICE,20
73,BEVERLY,BROOKS,2005-07-08 16:22:01,2005-07-15 18:29:01,AFFAIR PREJUDICE,20
397,JIMMY,SCHRADER,2005-08-18 21:44:46,2005-08-19 21:58:46,AFFAIR PREJUDICE,20
66,JANICE,WARD,2005-07-11 20:21:18,2005-07-19 15:56:18,AFFAIR PREJUDICE,21
501,RUBEN,GEARY,2005-07-30 18:39:28,2005-07-31 15:39:28,AFFAIR PREJUDICE,21
111,CARMEN,OWENS,2006-02-14 15:16:03,,AFFAIR PREJUDICE,21
562,WALLACE,SLONE,2005-07-08 16:55:17,2005-07-15 19:34:17,AFFAIR PREJUDICE,22
449,OSCAR,AQUINO,2005-07-28 15:11:00,2005-07-31 15:46:00,AFFAIR PREJUDICE,22
464,JEROME,KENYON,2005-08-20 17:31:18,2005-08-24 11:33:18,AFFAIR PREJUDICE,22
106,CONNIE,WALLACE,2005-05-28 07:53:38,2005-06-04 12:45:38,AFRICAN EGG,23
489,RICARDO,MEADOR,2005-06-16 06:58:02,2005-06-23 11:24:02,AFRICAN EGG,23
438,BARRY,LOVELACE,2005-07-12 08:36:22,2005-07-20 09:03:22,AFRICAN EGG,23
566,CASEY,MENA,2005-08-02 09:08:44,2005-08-04 04:00:44,AFRICAN EGG,23
336,JOSHUA,MARK,2005-08-19 05:00:16,2005-08-26 06:12:16,AFRICAN EGG,23
410,CURTIS,IRBY,2005-06-18 05:21:12,2005-06-26 09:19:12,AFRICAN EGG,24
266,NORA,HERRERA,2005-07-09 18:16:08,2005-07-18 18:27:08,AFRICAN EGG,24
32,AMY,LOPEZ,2005-07-28 07:26:14,2005-08-03 07:45:14,AFRICAN EGG,24
127,ELAINE,STEVENS,2005-08-19 09:07:13,2005-08-27 07:49:13,AFRICAN EGG,24
497,GILBERT,SLEDGE,2005-07-09 02:35:43,2005-07-17 02:05:43,AFRICAN EGG,25
49,JOYCE,EDWARDS,2005-07-31 12:50:24,2005-08-08 08:30:24,AFRICAN EGG,25
590,SETH,HANNON,2006-02-14 15:16:03,,AFRICAN EGG,25
391,CLARENCE,GAMEZ,2005-05-26 23:23:56,2005-06-01 19:56:56,AGENT TRUMAN,26
45,JANET,PHILLIPS,2005-06-21 15:11:02,2005-06-25 14:12:02,AGENT TRUMAN,26
506,LESLIE,SEWARD,2005-07-08 06:40:06,2005-07-16 05:51:06,AGENT TRUMAN,26
585,PERRY,SWAFFORD,2005-07-29 04:52:10,2005-07-30 04:01:10,AGENT TRUMAN,26
183,IDA,ANDREWS,2005-08-18 23:14:15,2005-08-22 20:23:15,AGENT TRUMAN,26
46,CATHERINE,CAMPBELL,2005-06-20 07:33:38,2005-06-29 11:45:38,AGENT TRUMAN,27
355,TERRY,GRISSOM,2005-07-06 03:09:36,2005-07-12 02:15:36,AGENT TRUMAN,27
14,BETTY,WHITE,2005-08-01 11:55:33,2005-08-08 16:42:33,AGENT TRUMAN,27
389,ALAN,KAHN,2005-08-17 17:02:42,2005-08-21 16:40:42,AGENT TRUMAN,27
5,ELIZABETH,BROWN,2005-07-29 01:11:23,2005-07-31 01:53:23,AGENT TRUMAN,28
209,TONYA,CHAPMAN,2005-08-20 12:32:32,2005-08-29 10:48:32,AGENT TRUMAN,28
108,TRACY,COLE,2005-07-10 15:11:54,2005-07-15 11:51:54,AGENT TRUMAN,29
50,DIANE,COLLINS,2005-08-01 10:20:34,2005-08-09 09:20:34,AGENT TRUMAN,29
527,CORY,MEEHAN,2005-08-18 13:31:45,2005-08-25 08:26:45,AGENT TRUMAN,29
482,MAURICE,CRAWLEY,2005-05-26 15:32:46,2005-06-04 15:27:46,AGENT TRUMAN,30
213,GINA,WILLIAMSON,2005-06-19 04:19:04,2005-06-26 04:31:04,AGENT TRUMAN,30
320,ANTHONY,SCHWAB,2005-07-06 12:40:38,2005-07-11 09:29:38,AGENT TRUMAN,30
537,CLINTON,BUFORD,2005-07-28 08:00:38,2005-08-02 06:14:38,AGENT TRUMAN,30
214,KRISTIN,JOHNSTON,2005-08-18 11:31:34,2005-08-23 12:04:34,AGENT TRUMAN,30
204,ROSEMARY,SCHMIDT,2005-08-02 13:54:26,2005-08-10 19:04:26,AGENT TRUMAN,31
38,MARTHA,GONZALEZ,2005-08-21 16:03:01,2005-08-26 13:09:01,AGENT TRUMAN,31
369,FRED,WHEAT,2005-08-02 07:34:19,2005-08-07 09:30:19,AIRPLANE SIERRA,32
471,DEAN,SAUER,2005-08-22 05:58:27,2005-08-31 10:08:27,AIRPLANE SIERRA,32
388,CRAIG,MORRELL,2005-06-20 21:11:50,2005-06-29 19:35:50,AIRPLANE SIERRA,33
273,PRISCILLA,LOWE,2005-07-08 22:29:59,2005-07-15 21:51:59,AIRPLANE SIERRA,33
87,WANDA,PATTERSON,2005-08-01 00:48:24,2005-08-06 23:53:24,AIRPLANE SIERRA,33
81,ANDREA,HENDERSON,2005-08-22 17:18:05,2005-08-29 14:35:05,AIRPLANE SIERRA,33
531,JAMIE,WAUGH,2005-07-12 20:32:50,2005-07-16 21:12:50,AIRPLANE SIERRA,34
154,MICHELE,GRANT,2005-07-27 07:19:34,2005-07-31 04:31:34,AIRPLANE SIERRA,34
184,VIVIAN,RUIZ,2005-08-19 18:55:21,2005-08-23 18:49:21,AIRPLANE SIERRA,34
387,JESSE,SCHILLING,2005-06-21 13:51:28,2005-06-25 09:21:28,AIRPLANE SIERRA,35
93,PHYLLIS,FOSTER,2005-07-11 17:00:04,2005-07-12 13:16:04,AIRPLANE SIERRA,35
429,FREDERICK,ISBELL,2005-07-27 14:38:29,2005-07-28 14:24:29,AIRPLANE SIERRA,35
54,TERESA,ROGERS,2005-08-21 04:34:11,2005-08-27 10:30:11,AIRPLANE SIERRA,35
202,CARLA,GUTIERREZ,2005-07-31 09:20:50,2005-08-01 05:34:50,AIRPLANE SIERRA,36
310,DANIEL,CABRAL,2005-08-18 13:05:51,2005-08-19 14:54:51,AIRPLANE SIERRA,36
365,BRUCE,SCHWARZ,2005-05-25 19:37:47,2005-06-01 23:29:47,AIRPORT POLLOCK,37
57,EVELYN,MORGAN,2005-06-18 13:11:13,2005-06-23 15:32:13,AIRPORT POLLOCK,37
268,NINA,SOTO,2005-07-08 08:18:21,2005-07-10 11:36:21,AIRPORT POLLOCK,37
166,LYNN,PAYNE,2005-08-01 08:17:11,2005-08-10 10:08:11,AIRPORT POLLOCK,37
275,CAROLE,BARNETT,2005-08-21 13:43:59,2005-08-28 16:38:59,AIRPORT POLLOCK,37
303,WILLIAM,SATTERFIELD,2005-07-11 13:18:37,2005-07-13 13:18:37,AIRPORT POLLOCK,38
352,ALBERT,CROUSE,2005-07-28 09:18:07,2005-08-04 10:23:07,AIRPORT POLLOCK,38
96,DIANA,ALEXANDER,2005-08-23 20:24:36,2005-08-26 20:35:36,AIRPORT POLLOCK,38
72,THERESA,WATSON,2005-05-29 15:08:41,2005-05-30 15:51:41,AIRPORT POLLOCK,39
144,CLARA,SHAW,2005-06-16 21:15:22,2005-06-23 17:00:22,AIRPORT POLLOCK,39
425,FRANCIS,SIKES,2005-07-06 15:11:44,2005-07-10 09:20:44,AIRPORT POLLOCK,39
332,STEPHEN,QUALLS,2005-07-31 18:31:51,2005-08-03 21:14:51,AIRPORT POLLOCK,39
513,DUANE,TUBBS,2005-08-18 14:53:58,2005-08-25 20:22:58,AIRPORT POLLOCK,39
116,VICTORIA,GIBSON,2005-05-31 08:04:17,2005-06-03 11:12:17,AIRPORT POLLOCK,40
262,PATSY,DAVIDSON,2005-06-19 17:54:48,2005-06-27 17:14:48,AIRPORT POLLOCK,40
448,MIGUEL,BETANCOURT,2005-07-06 22:07:58,2005-07-13 02:30:58,AIRPORT POLLOCK,40
141,DEBBIE,REYES,2005-07-29 07:20:14,2005-07-30 08:50:14,AIRPORT POLLOCK,40
501,RUBEN,GEARY,2005-08-17 11:25:25,2005-08-25 13:03:25,AIRPORT POLLOCK,40
305,RICHARD,MCCRARY,2005-07-10 12:10:11,2005-07-19 06:56:11,ALABAMA DEVIL,41
491,RICK,MATTOX,2005-07-31 18:47:20,2005-08-03 22:53:20,ALABAMA DEVIL,41
158,VERONICA,STONE,2005-08-23 14:26:51,2005-08-29 16:28:51,ALABAMA DEVIL,41
507,EDGAR,RHOADS,2005-07-06 18:32:49,2005-07-07 20:46:49,ALABAMA DEVIL,42
372,STEVE,MACKENZIE,2005-07-29 22:49:00,2005-08-07 21:56:00,ALABAMA DEVIL,42
214,KRISTIN,JOHNSTON,2005-08-23 08:03:25,2005-08-24 10:21:25,ALABAMA DEVIL,42
547,KURT,EMMONS,2005-07-28 08:49:39,2005-08-02 07:16:39,ALABAMA DEVIL,43
514,FRANKLIN,TROUTMAN,2005-08-23 13:26:01,2005-08-29 18:17:01,ALABAMA DEVIL,43
75,TAMMY,SANDERS,2005-07-30 21:44:31,2005-08-04 01:29:31,ALABAMA DEVIL,44
463,DARRELL,POWER,2005-08-17 22:32:50,2005-08-25 03:33:50,ALABAMA DEVIL,44
226,MAUREEN,LITTLE,2005-07-27 12:24:59,2005-08-02 15:52:59,ALABAMA DEVIL,45
285,MIRIAM,MCKINNEY,2005-08-17 20:01:12,2005-08-26 21:08:12,ALABAMA DEVIL,45
89,JULIA,FLORES,2005-06-17 08:06:53,2005-06-21 05:00:53,ALADDIN CALENDAR,46
470,GORDON,ALLARD,2005-07-12 12:50:19,2005-07-16 13:41:19,ALADDIN CALENDAR,46
570,IVAN,CROMWELL,2005-07-27 08:00:36,2005-08-01 03:11:36,ALADDIN CALENDAR,46
259,LENA,JENSEN,2005-08-19 11:23:20,2005-08-25 17:05:20,ALADDIN CALENDAR,46
120,SYLVIA,ORTIZ,2005-08-01 18:18:13,2005-08-04 14:09:13,ALADDIN CALENDAR,47
55,DORIS,REED,2005-08-19 20:25:24,2005-08-27 20:38:24,ALADDIN CALENDAR,47
358,SAMUEL,MARLOW,2005-08-01 10:17:47,2005-08-02 15:04:47,ALADDIN CALENDAR,48
409,RODNEY,MOELLER,2005-08-21 20:49:21,2005-08-26 01:39:21,ALADDIN CALENDAR,48
370,WAYNE,TRUONG,2005-07-07 21:22:26,2005-07-16 00:59:26,ALADDIN CALENDAR,49
391,CLARENCE,GAMEZ,2005-08-01 00:58:52,2005-08-10 01:16:52,ALADDIN CALENDAR,49
481,HERMAN,DEVORE,2005-08-20 15:17:38,2005-08-21 21:11:38,ALADDIN CALENDAR,49
18,CAROL,GARCIA,2005-06-16 19:23:23,2005-06-18 00:57:23,ALADDIN CALENDAR,50
10,DOROTHY,TAYLOR,2005-07-07 03:06:40,2005-07-10 02:37:40,ALADDIN CALENDAR,50
490,SAM,MCDUFFIE,2005-08-01 21:29:34,2005-08-10 17:27:34,ALADDIN CALENDAR,50
367,ADAM,GOOCH,2005-08-21 11:06:33,2005-08-29 16:10:33,ALADDIN CALENDAR,50
265,JENNIE,TERRY,2005-06-19 03:15:05,2005-06-21 08:26:05,ALADDIN CALENDAR,51
539,MATHEW,BOLIN,2005-07-09 08:01:51,2005-07-18 09:16:51,ALADDIN CALENDAR,51
365,BRUCE,SCHWARZ,2005-07-30 12:10:19,2005-08-01 07:35:19,ALADDIN CALENDAR,51
93,PHYLLIS,FOSTER,2005-08-18 20:43:00,2005-08-21 22:28:00,ALADDIN CALENDAR,51
193,KATIE,ELLIOTT,2005-06-15 11:03:24,2005-06-20 10:54:24,ALADDIN CALENDAR,52
286,VELMA,LUCAS,2005-07-08 11:57:28,2005-07-10 17:47:28,ALADDIN CALENDAR,52
477,DAN,PAINE,2005-07-29 22:18:12,2005-08-05 22:00:12,ALADDIN CALENDAR,52
247,STELLA,MORENO,2005-08-20 21:45:23,2005-08-26 01:42:23,ALADDIN CALENDAR,52
324,GARY,COY,2005-05-28 09:10:49,2005-06-06 11:32:49,ALAMO VIDEOTAPE,53
74,DENISE,KELLY,2005-06-19 00:11:26,2005-06-25 02:19:26,ALAMO VIDEOTAPE,53
244,VIOLA,HANSON,2005-07-09 22:48:04,2005-07-10 17:56:04,ALAMO VIDEOTAPE,53
280,TRACEY,BARRETT,2005-07-29 05:11:00,2005-07-30 05:30:00,ALAMO VIDEOTAPE,53
80,MARILYN,ROSS,2005-08-19 22:05:40,2005-08-22 01:31:40,ALAMO VIDEOTAPE,53
351,JACK,FOUST,2005-07-31 21:20:59,2005-08-02 23:14:59,ALAMO VIDEOTAPE,54
373,LOUIS,LEONE,2005-08-18 23:48:16,2005-08-20 18:13:16,ALAMO VIDEOTAPE,54
114,GRACE,ELLIS,2005-07-09 20:41:35,2005-07-14 00:15:35,ALAMO VIDEOTAPE,55
413,MARVIN,YEE,2005-07-28 01:08:11,2005-08-01 03:32:11,ALAMO VIDEOTAPE,55
215,JESSIE,BANKS,2005-08-18 08:27:28,2005-08-25 02:58:28,ALAMO VIDEOTAPE,55
116,VICTORIA,GIBSON,2005-07-07 02:19:01,2005-07-10 01:12:01,ALAMO VIDEOTAPE,56
315,KENNETH,GOODEN,2005-08-02 13:43:49,2005-08-08 13:16:49,ALAMO VIDEOTAPE,56
421,LEE,HAWKS,2005-08-22 04:04:31,2005-08-31 02:30:31,ALAMO VIDEOTAPE,56
4,BARBARA,JONES,2005-08-02 07:09:34,2005-08-08 08:39:34,ALAMO VIDEOTAPE,57
56,GLORIA,COOK,2005-08-18 14:06:39,2005-08-25 09:36:39,ALAMO VIDEOTAPE,57
360,RALPH,MADRIGAL,2005-05-28 17:37:59,2005-06-03 22:49:59,ALAMO VIDEOTAPE,58
90,RUBY,WASHINGTON,2005-06-17 13:24:43,2005-06-20 12:34:43,ALAMO VIDEOTAPE,58
474,DUSTIN,GILLETTE,2005-07-08 16:10:19,2005-07-11 18:52:19,ALAMO VIDEOTAPE,58
118,KIM,CRUZ,2005-07-31 19:04:35,2005-08-07 16:53:35,ALAMO VIDEOTAPE,58
538,TED,BREAUX,2005-08-20 03:44:26,2005-08-27 22:11:26,ALAMO VIDEOTAPE,58
548,ALLAN,CORNISH,2005-06-15 11:07:39,2005-06-22 05:55:39,ALAMO VIDEOTAPE,59
244,VIOLA,HANSON,2005-07-10 09:32:22,2005-07-15 15:20:22,ALAMO VIDEOTAPE,59
233,LILLIE,KIM,2005-07-29 12:48:54,2005-08-04 07:19:54,ALAMO VIDEOTAPE,59
168,REGINA,BERRY,2005-08-17 04:28:56,2005-08-24 00:42:56,ALAMO VIDEOTAPE,59
538,TED,BREAUX,2005-07-26 23:13:34,2005-07-30 19:14:34,ALASKA PHANTOM,60
422,MELVIN,ELLINGTON,2005-08-20 06:52:03,2005-08-27 07:43:03,ALASKA PHANTOM,60
146,JAMIE,RICE,2005-06-16 15:15:43,2005-06-23 10:14:43,ALASKA PHANTOM,61
440,BERNARD,COLBY,2005-07-10 04:33:36,2005-07-12 08:13:36,ALASKA PHANTOM,61
67,KELLY,TORRES,2005-07-29 11:32:58,2005-08-05 07:21:58,ALASKA PHANTOM,61
5,ELIZABETH,BROWN,2005-08-22 17:37:02,2005-08-25 18:45:02,ALASKA PHANTOM,61
573,BYRON,BOX,2005-05-29 21:58:43,2005-06-06 00:54:43,ALASKA PHANTOM,62
395,JOHNNY,TURPIN,2005-06-15 07:30:22,2005-06-18 11:31:22,ALASKA PHANTOM,62
70,CHRISTINA,RAMIREZ,2005-07-07 04:13:35,2005-07-10 23:58:35,ALASKA PHANTOM,62
50,DIANE,COLLINS,2005-07-30 12:02:41,2005-08-05 15:23:41,ALASKA PHANTOM,62
447,CLIFFORD,BOWENS,2005-08-19 11:24:37,2005-08-21 05:48:37,ALASKA PHANTOM,62
115,WENDY,HARRISON,2005-05-30 22:15:51,2005-06-02 22:56:51,ALASKA PHANTOM,63
246,MARIAN,MENDOZA,2005-06-19 15:01:23,2005-06-22 09:08:23,ALASKA PHANTOM,63
302,MICHAEL,SILVERMAN,2005-07-10 00:27:21,2005-07-13 20:11:21,ALASKA PHANTOM,63
473,JORGE,OLIVARES,2005-07-28 11:58:53,2005-08-04 12:08:53,ALASKA PHANTOM,63
440,BERNARD,COLBY,2005-08-20 12:03:54,2005-08-28 15:24:54,ALASKA PHANTOM,63
160,ERIN,DUNN,2005-07-31 06:42:09,2005-08-06 08:21:09,ALASKA PHANTOM,64
62,JOAN,COOPER,2005-08-23 06:11:52,2005-08-25 05:34:52,ALASKA PHANTOM,64
325,TIMOTHY,BUNN,2005-06-19 19:34:45,2005-06-27 14:49:45,ALASKA PHANTOM,65
223,MELINDA,FERNANDEZ,2005-07-06 10:17:59,2005-07-10 15:31:59,ALASKA PHANTOM,65
573,BYRON,BOX,2005-08-02 06:04:44,2005-08-06 11:37:44,ALASKA PHANTOM,65
275,CAROLE,BARNETT,2005-08-19 08:53:57,2005-08-28 08:56:57,ALASKA PHANTOM,65
139,AMBER,DIXON,2005-06-19 10:47:42,2005-06-23 14:03:42,ALASKA PHANTOM,66
209,TONYA,CHAPMAN,2005-07-09 09:24:19,2005-07-18 04:02:19,ALASKA PHANTOM,66
48,ANN,EVANS,2005-07-28 12:01:19,2005-08-05 07:08:19,ALASKA PHANTOM,66
592,TERRANCE,ROUSH,2005-08-19 06:52:58,2005-08-26 11:23:58,ALASKA PHANTOM,66
153,SUZANNE,NICHOLS,2005-07-31 18:11:17,2005-08-03 15:48:17,ALI FOREVER,67
10,DOROTHY,TAYLOR,2005-08-22 21:59:29,2005-08-27 16:32:29,ALI FOREVER,67
467,ALVIN,DELOACH,2005-07-28 15:26:20,2005-08-04 18:39:20,ALI FOREVER,68
469,WESLEY,BULL,2005-08-23 05:02:31,2005-09-01 02:51:31,ALI FOREVER,68
387,JESSE,SCHILLING,2005-08-01 23:36:10,2005-08-05 04:55:10,ALI FOREVER,69
292,MISTY,LAMBERT,2005-08-22 02:12:44,2005-08-24 02:36:44,ALI FOREVER,69
57,EVELYN,MORGAN,2005-07-12 10:51:09,2005-07-14 16:05:09,ALI FOREVER,70
346,ARTHUR,SIMPKINS,2005-07-29 01:29:51,2005-08-03 21:56:51,ALI FOREVER,70
108,TRACY,COLE,2006-02-14 15:16:03,,ALI FOREVER,70
111,CARMEN,OWENS,2005-05-28 02:06:37,2005-05-29 06:57:37,ALIEN CENTER,71
495,CHARLIE,BESS,2005-06-17 16:40:03,2005-06-20 21:34:03,ALIEN CENTER,71
241,HEIDI,LARSON,2005-07-11 05:47:08,2005-07-20 07:52:08,ALIEN CENTER,71
348,ROGER,QUINTANILLA,2005-08-02 13:58:55,2005-08-05 18:09:55,ALIEN CENTER,71
546,KELLY,KNOTT,2005-08-23 05:13:09,2005-08-30 08:58:09,ALIEN CENTER,71
445,MICHEAL,FORMAN,2005-05-27 22:49:27,2005-05-30 17:46:27,ALIEN CENTER,72
267,MARGIE,WADE,2005-06-19 13:29:28,2005-06-24 11:15:28,ALIEN CENTER,72
389,ALAN,KAHN,2005-07-07 23:05:53,2005-07-16 01:46:53,ALIEN CENTER,72
181,ANA,BRADLEY,2005-08-01 05:55:13,2005-08-10 10:23:13,ALIEN CENTER,72
86,JACQUELINE,LONG,2005-08-20 15:11:48,2005-08-21 18:26:48,ALIEN CENTER,72
451,JIM,REA,2005-07-06 15:51:58,2005-07-13 12:35:58,ALIEN CENTER,73
410,CURTIS,IRBY,2005-07-30 14:48:24,2005-08-04 19:06:24,ALIEN CENTER,73
53,HEATHER,MORRIS,2005-08-20 22:32:11,2005-08-22 19:28:11,ALIEN CENTER,73
185,ROBERTA,HARPER,2005-07-27 00:15:18,2005-07-28 04:30:18,ALIEN CENTER,74
418,JEFF,EAST,2005-08-23 19:21:22,2005-08-31 16:42:22,ALIEN CENTER,74
573,BYRON,BOX,2005-07-09 02:58:41,2005-07-17 04:09:41,ALIEN CENTER,75
47,FRANCES,PARKER,2005-07-29 23:52:01,2005-08-04 20:28:01,ALIEN CENTER,75
7,MARIA,MILLER,2005-08-18 21:55:01,2005-08-22 01:23:01,ALIEN CENTER,75
464,JEROME,KENYON,2005-06-15 08:01:29,2005-06-22 07:16:29,ALIEN CENTER,76
113,CINDY,FISHER,2005-07-07 18:31:50,2005-07-08 21:26:50,ALIEN CENTER,76
398,ANTONIO,MEEK,2005-08-01 01:49:36,2005-08-05 01:29:36,ALIEN CENTER,76
582,ANDY,VANHORN,2005-08-17 07:26:47,2005-08-22 04:11:47,ALIEN CENTER,76
25,DEBORAH,WALKER,2005-07-31 20:49:13,2005-08-05 15:55:13,ALLEY EVOLUTION,77
581,VIRGIL,WOFFORD,2005-08-22 07:10:26,2005-08-28 07:22:26,ALLEY EVOLUTION,77
343,DOUGLAS,GRAF,2005-06-18 19:58:12,2005-06-28 01:35:12,ALLEY EVOLUTION,78
586,KIRK,STCLAIR,2005-07-09 19:12:57,2005-07-14 15:44:57,ALLEY EVOLUTION,78
210,ELLA,OLIVER,2005-08-02 00:58:46,2005-08-10 02:13:46,ALLEY EVOLUTION,78
270,LEAH,CURTIS,2005-08-18 10:50:07,2005-08-21 08:06:07,ALLEY EVOLUTION,78
368,HARRY,ARCE,2005-05-25 09:21:29,2005-06-03 11:31:29,ALLEY EVOLUTION,79
112,ROSA,REYNOLDS,2005-06-17 06:50:46,2005-06-19 08:51:46,ALLEY EVOLUTION,79
536,FERNANDO,CHURCHILL,2005-07-05 23:13:51,2005-07-13 18:31:51,ALLEY EVOLUTION,79
282,JENNY,CASTRO,2005-08-02 12:47:30,2005-08-06 11:24:30,ALLEY EVOLUTION,79
261,DEANNA,BYRD,2005-08-17 16:28:24,2005-08-23 17:50:24,ALLEY EVOLUTION,79
