customer_id,first_name,last_name,total_revenue,total_rentals,revenue_per_rental
365,BRUCE,SCHWARZ,103.77,23,4.511739
519,RON,DELUCA,103.77,23,4.511739
63,ASHLEY,RICHARDSON,112.75,25,4.510000
590,SETH,HANNON,112.75,25,4.510000
86,JACQUELINE,LONG,148.67,33,4.505152
273,PRISCILLA,LOWE,157.65,35,4.504286
368,HARRY,ARCE,157.65,35,4.504286
468,TIM,CARY,175.61,39,4.502821
26,JESSICA,HALL,152.66,34,4.490000
70,CHRISTINA,RAMIREZ,80.82,18,4.490000
120,SYLVIA,ORTIZ,143.68,32,4.490000
127,ELAINE,STEVENS,107.76,24,4.490000
205,EILEEN,CARR,80.82,18,4.490000
307,JOSEPH,JOY,134.70,30,4.490000
443,FRANCISCO,SKIDMORE,98.78,22,4.490000
544,CODY,NOLEN,98.78,22,4.490000
553,MAX,PITT,107.76,24,4.490000
528,CLAUDE,HERZOG,111.75,25,4.470000
211,STACEY,MONTGOMERY,151.66,34,4.460588
112,ROSA,REYNOLDS,133.70,30,4.456667
400,BRYAN,HARDISON,124.72,28,4.454286
304,DAVID,ROYAL,115.74,26,4.451538
512,CECIL,VINES,115.74,26,4.451538
11,LISA,ANDERSON,106.76,24,4.448333
21,MICHELLE,CLARK,155.65,35,4.447143
210,ELLA,OLIVER,137.69,31,4.441613
300,JOHN,FARNSWORTH,137.69,31,4.441613
203,TARA,RYAN,88.80,20,4.440000
469,WESLEY,BULL,177.60,40,4.440000
54,TERESA,ROGERS,128.71,29,4.438276
267,MARGIE,WADE,159.64,36,4.434444
421,LEE,HAWKS,119.73,27,4.434444
360,RALPH,MADRIGAL,150.66,34,4.431176
417,TRAVIS,ESTEP,110.75,25,4.430000
108,TRACY,COLE,132.70,30,4.423333
319,RONALD,WEINER,132.70,30,4.423333
560,JORDAN,ARCHULETA,132.70,30,4.423333
166,LYNN,PAYNE,123.72,28,4.418571
174,YVONNE,WATKINS,92.79,21,4.418571
301,ROBERT,BAUGHMAN,92.79,21,4.418571
172,BERNICE,WILLIS,145.67,33,4.414242
44,MARIE,TURNER,114.74,26,4.413077
171,DOLORES,WAGNER,114.74,26,4.413077
410,CURTIS,IRBY,167.62,38,4.411053
599,AUSTIN,CINTRON,83.81,19,4.411053
318,BRIAN,WYMAN,52.88,12,4.406667
32,AMY,LOPEZ,127.71,29,4.403793
253,TERRY,CARLSON,127.71,29,4.403793
302,MICHAEL,SILVERMAN,127.71,29,4.403793
555,DWIGHT,LOMBARDI,74.83,17,4.401765
578,WILLARD,LUMPKIN,96.78,22,4.399091
280,TRACEY,BARRETT,118.73,27,4.397407
292,MISTY,LAMBERT,118.73,27,4.397407
242,GLENDA,FRAZIER,140.68,32,4.396250
155,GAIL,KNIGHT,109.75,25,4.390000
193,KATIE,ELLIOTT,109.75,25,4.390000
299,JAMES,GANNON,131.70,30,4.390000
305,RICHARD,MCCRARY,109.75,25,4.390000
460,LEON,BOSTIC,109.75,25,4.390000
562,WALLACE,SLONE,109.75,25,4.390000
237,TANYA,GILBERT,144.67,33,4.383939
276,BRANDY,GRAVES,122.72,28,4.382857
106,CONNIE,WALLACE,100.77,23,4.381304
279,DIANNE,SHELTON,135.69,31,4.377097
294,SHELLY,WATTS,113.74,26,4.374615
486,GLEN,TALBERT,113.74,26,4.374615
593,RENE,MCALISTER,113.74,26,4.374615
33,ANNA,HILL,91.79,21,4.370952
222,DELORES,HANSEN,91.79,21,4.370952
399,DANNY,ISOM,91.79,21,4.370952
565,JAIME,NETTLES,126.71,29,4.369310
575,ISAAC,OGLESBY,126.71,29,4.369310
274,NAOMI,JENNINGS,152.65,35,4.361429
506,LESLIE,SEWARD,152.65,35,4.361429
286,VELMA,LUCAS,117.73,27,4.360370
577,CLIFTON,MALCOLM,117.73,27,4.360370
154,MICHELE,GRANT,130.70,30,4.356667
169,ERICA,MATTHEWS,95.78,22,4.353636
476,DERRICK,BOURQUE,95.78,22,4.353636
488,SHANE,MILLARD,95.78,22,4.353636
201,VICKI,FIELDS,108.75,25,4.350000
572,SIDNEY,BURLESON,108.75,25,4.350000
192,LAURIE,LAWRENCE,99.77,23,4.337826
352,ALBERT,CROUSE,99.77,23,4.337826
437,RANDALL,NEUMANN,99.77,23,4.337826
547,KURT,EMMONS,99.77,23,4.337826
327,LARRY,THRASHER,112.74,26,4.336154
306,CHARLES,KOWALSKI,138.68,32,4.333750
196,ALMA,AUSTIN,151.65,35,4.332857
71,KATHY,JAMES,129.70,30,4.323333
95,PAULA,BRYANT,77.82,18,4.323333
269,CASSANDRA,WALTERS,129.70,30,4.323333
296,RAMONA,HALE,129.70,30,4.323333
475,PEDRO,CHESTNUT,103.76,24,4.323333
552,HUGH,WALDROP,90.79,21,4.323333
584,SALVADOR,TEEL,129.70,30,4.323333
68,NICOLE,PETERSON,94.78,22,4.308182
234,CLAUDIA,FULLER,111.74,26,4.297692
518,GABRIEL,HARDER,111.74,26,4.297692
180,STACY,CUNNINGHAM,98.77,23,4.294348
217,AGNES,BISHOP,98.77,23,4.294348
84,SARA,PERRY,141.67,33,4.293030
533,JESSIE,MILAM,141.67,33,4.293030
131,MONICA,HICKS,128.70,30,4.290000
567,ALFREDO,MCADAMS,85.80,20,4.290000
58,JEAN,BELL,115.73,27,4.286296
100,ROBIN,HAYES,102.76,24,4.281667
295,DAISY,BATES,162.62,38,4.279474
110,TIFFANY,JORDAN,59.86,14,4.275714
262,PATSY,DAVIDSON,119.72,28,4.275714
371,BILLY,POULIN,149.65,35,4.275714
501,RUBEN,GEARY,89.79,21,4.275714
545,JULIO,NOLAND,89.79,21,4.275714
98,LILLIAN,GRIFFIN,106.75,25,4.270000
268,NINA,SOTO,123.71,29,4.265862
81,ANDREA,HENDERSON,93.78,22,4.262727
189,LORETTA,CARPENTER,93.78,22,4.262727
523,HARVEY,GUAJARDO,93.78,22,4.262727
231,GEORGIA,JACOBS,110.74,26,4.259231
339,WALTER,PERRYMAN,127.70,30,4.256667
66,JANICE,WARD,144.66,34,4.254706
220,CHARLENE,ALVAREZ,114.73,27,4.249259
16,SANDRA,MARTIN,118.72,28,4.240000
125,ETHEL,WEBB,135.68,32,4.240000
266,NORA,HERRERA,118.72,28,4.240000
332,STEPHEN,QUALLS,118.72,28,4.240000
535,JAVIER,ELROD,135.68,32,4.240000
114,GRACE,ELLIS,139.67,33,4.232424
163,CATHY,SPENCER,122.71,29,4.231379
263,HILDA,HOPKINS,122.71,29,4.231379
150,DANIELLE,DANIELS,105.75,25,4.230000
308,THOMAS,GRIGSBY,105.75,25,4.230000
414,VINCENT,RALSTON,105.75,25,4.230000
517,BRAD,MCCURDY,105.75,25,4.230000
496,TYLER,WREN,88.79,21,4.228095
107,FLORENCE,WOODS,126.70,30,4.223333
121,JOSEPHINE,GOMEZ,109.74,26,4.220769
204,ROSEMARY,SCHMIDT,147.65,35,4.218571
139,AMBER,DIXON,113.73,27,4.212222
439,ALEXANDER,FENNELL,151.64,36,4.212222
15,HELEN,HARRIS,134.68,32,4.208750
89,JULIA,FLORES,134.68,32,4.208750
520,MITCHELL,WESTMORELAND,134.68,32,4.208750
569,DAVE,GARDINER,134.68,32,4.208750
14,BETTY,WHITE,117.72,28,4.204286
61,KATHERINE,RIVERA,58.86,14,4.204286
126,ELLEN,SIMPSON,117.72,28,4.204286
51,ALICE,STEWART,138.67,33,4.202121
548,ALLAN,CORNISH,79.81,19,4.200526
123,SHANNON,FREEMAN,100.76,24,4.198333
46,CATHERINE,CAMPBELL,142.66,34,4.195882
239,MINNIE,ROMERO,142.66,34,4.195882
136,ANITA,MORALES,62.85,15,4.190000
270,LEAH,CURTIS,104.75,25,4.190000
587,SERGIO,STANFIELD,108.74,26,4.182308
88,BONNIE,HUGHES,87.79,21,4.180476
226,MAUREEN,LITTLE,87.79,21,4.180476
236,MARCIA,DEAN,175.58,42,4.180476
164,JOANN,GARDNER,66.84,16,4.177500
407,DALE,RATCLIFF,112.73,27,4.175185
18,CAROL,GARCIA,91.78,22,4.171818
102,CRYSTAL,FORD,137.67,33,4.171818
325,TIMOTHY,BUNN,91.78,22,4.171818
566,CASEY,MENA,141.66,34,4.166471
37,PAMELA,BAKER,95.77,23,4.163913
216,NATALIE,MEYER,95.77,23,4.163913
291,TONI,HOLT,95.77,23,4.163913
364,BENJAMIN,VARNEY,95.77,23,4.163913
431,JOEL,FRANCISCO,95.77,23,4.163913
573,BYRON,BOX,120.71,29,4.162414
43,CHRISTINE,ROBERTS,99.76,24,4.156667
388,CRAIG,MORRELL,124.70,30,4.156667
511,CHESTER,BENNER,99.76,24,4.156667
199,BETH,FRANKLIN,103.75,25,4.150000
324,GARY,COY,103.75,25,4.150000
537,CLINTON,BUFORD,103.75,25,4.150000
546,KELLY,KNOTT,103.75,25,4.150000
245,COURTNEY,DAY,132.68,32,4.146250
109,EDNA,WEST,107.74,26,4.143846
261,DEANNA,BYRD,107.74,26,4.143846
116,VICTORIA,GIBSON,111.73,27,4.138148
396,EARL,SHANKS,111.73,27,4.138148
579,DARYL,LARUE,111.73,27,4.138148
165,LORRAINE,STEPHENS,86.79,21,4.132857
500,REGINALD,KINDER,115.72,28,4.132857
173,AUDREY,RAY,119.71,29,4.127931
539,MATHEW,BOLIN,90.78,22,4.126364
366,BRANDON,HUEY,152.63,37,4.125135
499,MARC,OUTLAW,123.70,30,4.123333
134,EMMA,BOYD,94.77,23,4.120435
175,ANNETTE,OLSON,98.76,24,4.115000
492,LESTER,KRAUS,65.84,16,4.115000
465,FLOYD,GANDY,69.83,17,4.107647
576,MORRIS,MCCARTER,139.66,34,4.107647
40,AMANDA,CARTER,110.73,27,4.101111
124,SHEILA,WELLS,73.82,18,4.101111
190,YOLANDA,WEAVER,110.73,27,4.101111
344,HENRY,BILLINGSLEY,73.82,18,4.101111
257,MARSHA,DOUGLAS,151.63,37,4.098108
57,EVELYN,MORGAN,114.72,28,4.097143
317,EDWARD,BAUGH,114.72,28,4.097143
338,DENNIS,GILMAN,114.72,28,4.097143
457,BILL,GAVIN,114.72,28,4.097143
529,ERIK,GUILLEN,118.71,29,4.093448
27,SHIRLEY,ALLEN,126.69,31,4.086774
412,ALLEN,BUTTERFIELD,85.79,21,4.085238
141,DEBBIE,REYES,130.68,32,4.083750
342,HAROLD,MARTINO,130.68,32,4.083750
143,LESLIE,GORDON,89.78,22,4.080909
438,BARRY,LOVELACE,134.67,33,4.080909
502,BRETT,CORNWELL,138.66,34,4.078235
415,GLENN,PULLEN,93.77,23,4.076957
73,BEVERLY,BROOKS,97.76,24,4.073333
348,ROGER,QUINTANILLA,146.64,36,4.073333
83,LOUISE,JENKINS,101.75,25,4.070000
156,BERTHA,FERGUSON,101.75,25,4.070000
359,WILLIE,MARKHAM,101.75,25,4.070000
333,ANDREW,PURDY,109.73,27,4.064074
471,DEAN,SAUER,109.73,27,4.064074
386,TODD,TAN,117.71,29,4.058966
538,TED,BREAUX,117.71,29,4.058966
356,GERALD,FULTZ,121.70,30,4.056667
35,VIRGINIA,GREEN,129.68,32,4.052500
244,VIOLA,HANSON,129.68,32,4.052500
207,GERTRUDE,CASTILLO,137.66,34,4.048824
353,JONATHAN,SCARBOROUGH,72.82,18,4.045556
440,BERNARD,COLBY,88.78,22,4.035455
101,PEGGY,MYERS,96.76,24,4.031667
456,RONNIE,RICKETTS,100.75,25,4.030000
31,BRENDA,WRIGHT,104.74,26,4.028462
312,MARK,RINEHART,104.74,26,4.028462
425,FRANCIS,SIKES,104.74,26,4.028462
441,MARIO,CHEATHAM,112.72,28,4.025714
10,DOROTHY,TAYLOR,99.75,25,3.990000
23,SARAH,LEWIS,119.70,30,3.990000
25,DEBORAH,WALKER,115.71,29,3.990000
93,PHYLLIS,FOSTER,91.77,23,3.990000
128,MARJORIE,TUCKER,127.68,32,3.990000
152,ALICIA,MILLS,83.79,21,3.990000
168,REGINA,BERRY,135.66,34,3.990000
202,CARLA,GUTIERREZ,103.74,26,3.990000
213,GINA,WILLIAMSON,111.72,28,3.990000
287,BECKY,MILES,115.71,29,3.990000
314,GEORGE,LINTON,131.67,33,3.990000
329,FRANK,WAGGONER,127.68,32,3.990000
336,JOSHUA,MARK,119.70,30,3.990000
392,SEAN,DOUGLASS,91.77,23,3.990000
402,LUIS,YANEZ,79.80,20,3.990000
481,HERMAN,DEVORE,115.71,29,3.990000
485,CLYDE,TOBIAS,115.71,29,3.990000
556,ARMANDO,GRUBER,83.79,21,3.990000
581,VIRGIL,WOFFORD,107.73,27,3.990000
588,MARION,OCAMPO,115.71,29,3.990000
597,FREDDIE,DUGGAN,99.75,25,3.990000
473,JORGE,OLIVARES,134.66,34,3.960588
122,THELMA,MURRAY,126.68,32,3.958750
158,VERONICA,STONE,126.68,32,3.958750
260,CHRISTY,VARGAS,122.69,31,3.957742
90,RUBY,WASHINGTON,110.72,28,3.954286
376,RANDY,GAITHER,110.72,28,3.954286
559,EVERETT,BANDA,110.72,28,3.954286
160,ERIN,DUNN,106.73,27,3.952963
445,MICHEAL,FORMAN,102.74,26,3.951538
60,MILDRED,BAILEY,98.75,25,3.950000
264,GWENDOLYN,MAY,98.75,25,3.950000
153,SUZANNE,NICHOLS,94.76,24,3.948333
184,VIVIAN,RUIZ,90.77,23,3.946522
328,JEFFREY,SPEAR,90.77,23,3.946522
118,KIM,CRUZ,82.79,21,3.942381
428,HERBERT,KRUGER,78.80,20,3.940000
525,ADRIAN,CLARY,74.81,19,3.937368
255,IRMA,PEARSON,70.82,18,3.934444
393,PHILIP,CAUSEY,121.69,31,3.925484
416,JEFFERY,PINSON,121.69,31,3.925484
42,CAROLYN,PEREZ,117.70,30,3.923333
595,TERRENCE,GUNDERSON,117.70,30,3.923333
113,CINDY,FISHER,113.71,29,3.921034
447,CLIFFORD,BOWENS,113.71,29,3.921034
290,KRISTINA,CHAMBERS,109.72,28,3.918571
574,JULIAN,VEST,109.72,28,3.918571
96,DIANA,ALEXANDER,105.73,27,3.915926
219,WILLIE,HOWELL,101.74,26,3.913077
298,ERIKA,PENA,101.74,26,3.913077
385,PHILLIP,HOLM,101.74,26,3.913077
387,JESSE,SCHILLING,101.74,26,3.913077
29,ANGELA,HERNANDEZ,140.64,36,3.906667
130,CHARLOTTE,HUNTER,93.76,24,3.906667
9,MARGARET,MOORE,89.77,23,3.903043
233,LILLIE,KIM,89.77,23,3.903043
313,DONALD,MAHON,89.77,23,3.903043
297,SHERRI,RHODES,128.67,33,3.899091
451,JIM,REA,128.67,33,3.899091
251,VICKIE,BREWER,120.69,31,3.893226
408,MANUEL,MURRELL,116.70,30,3.890000
549,NELSON,CHRISTENSON,77.80,20,3.890000
145,LUCILLE,HOLMES,108.72,28,3.882857
303,WILLIAM,SATTERFIELD,100.74,26,3.874615
474,DUSTIN,GILLETTE,100.74,26,3.874615
69,JUDY,GRAY,96.75,25,3.870000
326,JOSE,ANDREW,96.75,25,3.870000
8,SUSAN,WILSON,92.76,24,3.865000
104,RITA,GRAHAM,92.76,24,3.865000
197,SUE,PETERS,154.60,40,3.865000
340,PATRICK,NEWSOM,119.69,31,3.860968
20,SHARON,ROBINSON,115.70,30,3.856667
53,HEATHER,MORRIS,115.70,30,3.856667
444,MARCUS,HIDALGO,115.70,30,3.856667
79,RACHEL,BARNES,84.78,22,3.853636
394,CHRIS,BROTHERS,84.78,22,3.853636
592,TERRANCE,ROUSH,111.71,29,3.852069
358,SAMUEL,MARLOW,80.79,21,3.847143
74,DENISE,KELLY,103.73,27,3.841852
282,JENNY,CASTRO,103.73,27,3.841852
383,MARTIN,BALES,103.73,27,3.841852
570,IVAN,CROMWELL,99.74,26,3.836154
406,NATHAN,RUNYON,122.68,32,3.833750
24,KIMBERLY,LEE,95.75,25,3.830000
232,CONSTANCE,REID,95.75,25,3.830000
507,EDGAR,RHOADS,95.75,25,3.830000
198,ELSIE,KELLEY,141.63,37,3.827838
99,EMILY,DIAZ,91.76,24,3.823333
271,PENNY,NEAL,68.82,18,3.823333
382,VICTOR,BARKLEY,91.76,24,3.823333
564,BOB,PFEIFFER,91.76,24,3.823333
563,KEN,PREWITT,110.71,29,3.817586
85,ANNE,POWELL,87.77,23,3.816087
598,WADE,DELVALLE,83.78,22,3.808182
5,ELIZABETH,BROWN,144.62,38,3.805789
94,NORMA,GONZALES,79.79,21,3.799524
420,JACOB,LANCE,79.79,21,3.799524
516,ELMER,NOE,98.74,26,3.797692
380,RUSSELL,BRINSON,136.64,36,3.795556
75,TAMMY,SANDERS,155.59,41,3.794878
330,SCOTT,SHELLEY,94.75,25,3.790000
117,EDITH,MCDONALD,71.81,19,3.779474
378,EUGENE,CULPEPPER,71.81,19,3.779474
230,JOY,GEORGE,124.67,33,3.777879
218,VERA,MCCOY,67.82,18,3.767778
214,KRISTIN,JOHNSTON,116.69,31,3.764194
446,THEODORE,CULP,116.69,31,3.764194
543,LANCE,PEMBERTON,82.78,22,3.762727
111,CARMEN,OWENS,97.74,26,3.759231
182,RENEE,LANE,97.74,26,3.759231
422,MELVIN,ELLINGTON,97.74,26,3.759231
161,GERALDINE,PERKINS,112.70,30,3.756667
256,MABEL,HOLLAND,112.70,30,3.756667
38,MARTHA,GONZALEZ,127.66,34,3.754706
147,JOANNE,ROBERTSON,127.66,34,3.754706
229,TAMARA,NGUYEN,93.75,25,3.750000
235,JACKIE,LYNCH,93.75,25,3.750000
34,REBECCA,SCOTT,89.76,24,3.740000
167,SALLY,PIERCE,119.68,32,3.740000
191,JEANETTE,GREENE,74.80,20,3.740000
351,JACK,FOUST,89.76,24,3.740000
370,WAYNE,TRUONG,70.81,19,3.726842
551,CLAYTON,BARBEE,96.74,26,3.720769
4,BARBARA,JONES,81.78,22,3.717273
52,JULIE,SANCHEZ,107.71,29,3.714138
188,MELANIE,ARMSTRONG,92.75,25,3.710000
1,MARY,SMITH,118.68,32,3.708750
442,LEROY,BUSTAMANTE,118.68,32,3.708750
12,NANCY,THOMAS,103.72,28,3.704286
374,JEREMY,HURTADO,103.72,28,3.704286
186,HOLLY,FOX,114.69,31,3.699677
323,MATTHEW,MAHAN,114.69,31,3.699677
534,CHRISTIAN,JUNG,88.76,24,3.698333
580,ROSS,GREY,99.73,27,3.693704
135,JUANITA,MASON,110.70,30,3.690000
250,JO,FOWLER,73.80,20,3.690000
424,KYLE,SPURLOCK,110.70,30,3.690000
62,JOAN,COOPER,84.77,23,3.685652
185,ROBERTA,HARPER,84.77,23,3.685652
435,RICKY,SHELBY,91.75,25,3.670000
463,DARRELL,POWER,91.75,25,3.670000
157,DARLENE,ROSE,113.69,31,3.667419
129,CARRIE,PORTER,124.66,34,3.666471
133,PAULINE,HENRY,98.73,27,3.656667
227,COLLEEN,BURTON,87.76,24,3.656667
455,JON,WILES,87.76,24,3.656667
254,MAXINE,SILVA,116.68,32,3.646250
397,JIMMY,SCHRADER,105.71,29,3.645172
142,APRIL,BURNS,94.74,26,3.643846
355,TERRY,GRISSOM,72.80,20,3.640000
30,MELISSA,KING,123.66,34,3.637059
281,LEONA,OBRIEN,50.86,14,3.632857
430,RAY,HOULE,79.78,22,3.626364
275,CAROLE,BARNETT,108.70,30,3.623333
498,GENE,SANBORN,97.73,27,3.619630
503,ANGEL,BARCLAY,115.68,32,3.615000
413,MARVIN,YEE,75.79,21,3.609048
241,HEIDI,LARSON,122.66,34,3.607647
377,HOWARD,FORTNER,93.74,26,3.605385
354,JUSTIN,NGO,129.64,36,3.601111
77,JANE,BENNETT,100.72,28,3.597143
162,LAUREN,HUDSON,71.80,20,3.590000
320,ANTHONY,SCHWAB,71.80,20,3.590000
384,ERNEST,STEPP,89.75,25,3.590000
418,JEFF,EAST,107.70,30,3.590000
419,CHAD,CARBONE,89.75,25,3.590000
561,IAN,STILL,96.73,27,3.582593
369,FRED,WHEAT,88.75,25,3.550000
208,LUCY,WHEELER,91.74,26,3.528462
215,JESSIE,BANKS,91.74,26,3.528462
458,LLOYD,DOWD,66.81,19,3.516316
401,TONY,CARRANZA,73.79,21,3.513810
521,ROLAND,SOUTH,80.77,23,3.511739
28,CYNTHIA,YOUNG,111.68,32,3.490000
224,PEARL,GARZA,76.78,22,3.490000
391,CLARENCE,GAMEZ,104.70,30,3.490000
461,DEREK,BLAKELY,97.72,28,3.490000
596,ENRIQUE,FORSYTHE,96.72,28,3.454286
